19/05/2012 18:41:08 (Std) 	+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/MultiLineEditbox' windows added. (1581DCF0)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/ProgressBar' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/ProgressBar' windows added. (1581DDB8)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/ScrollablePane' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/ScrollablePane' windows added. (1581DE80)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/Scrollbar' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/Scrollbar' windows added. (1581DF48)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/Slider' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/Slider' windows added. (1581E010)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/Spinner' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/Spinner' windows added. (1581E0D8)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/TabButton' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/TabButton' windows added. (1581E1A0)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/TabControl' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/TabControl' windows added. (1581E268)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/Thumb' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/Thumb' windows added. (1581E330)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/Titlebar' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/Titlebar' windows added. (1581E4C0)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/Tooltip' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/Tooltip' windows added. (1581E3F8)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/ItemListbox' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/ItemListbox' windows added. (1581E588)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/GroupBox' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/GroupBox' windows added. (1581E650)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'CEGUI/Tree' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'CEGUI/Tree' windows added. (1581E718)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'HorizontalLayoutContainer' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'HorizontalLayoutContainer' windows added. (1581E8A8)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'VerticalLayoutContainer' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'VerticalLayoutContainer' windows added. (1581E7E0)
19/05/2012 18:41:08 (Std) 	Created WindowFactory for 'GridLayoutContainer' windows.
19/05/2012 18:41:08 (Std) 	WindowFactory for 'GridLayoutContainer' windows added. (15857E30)
19/05/2012 18:41:08 (Std) 	Window type alias named 'DefaultGUISheet' added for window type 'DefaultWindow'.
19/05/2012 18:41:08 (Std) 	CEGUI::System singleton created. (158403E8)
19/05/2012 18:41:08 (Std) 	---- CEGUI System initialisation completed ----
19/05/2012 18:41:08 (Std) 	
19/05/2012 18:41:08 (Std) 	Started creation of Scheme from XML specification:
19/05/2012 18:41:08 (Std) 	---- CEGUI GUIScheme name: TaharezLook
19/05/2012 18:41:08 (Std) 	Started creation of Imageset from XML specification:
19/05/2012 18:41:08 (Std) 	---- CEGUI Imageset name: TaharezLook
19/05/2012 18:41:08 (Std) 	---- Source texture file: TaharezLook.tga in resource group: (Default)
19/05/2012 18:41:08 (Std) 	Started creation of Font from XML specification:
19/05/2012 18:41:08 (Std) 	---- CEGUI font name: DejaVuSans-10
19/05/2012 18:41:08 (Std) 	----       Font type: FreeType
19/05/2012 18:41:08 (Std) 	----     Source file: DejaVuSans.ttf in resource group: (Default)
19/05/2012 18:41:08 (Std) 	---- Real point size: 10
19/05/2012 18:41:08 (Std) 	===== Falagard 'root' element: look and feel parsing begins =====
19/05/2012 18:41:09 (Std) 	===== Look and feel parsing completed =====
19/05/2012 18:41:09 (Std) 	No window renderer factories specified for module 'CEGUIFalagardWRBase' - adding all available factories...
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Button' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Button' added. (15858470)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Default' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Default' added. (15858AB0)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Editbox' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Editbox' added. (158589E8)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/FrameWindow' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/FrameWindow' added. (15858B78)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/ItemEntry' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/ItemEntry' added. (15858C40)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/ListHeader' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/ListHeader' added. (15858D08)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/ListHeaderSegment' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/ListHeaderSegment' added. (15858DD0)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Listbox' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Listbox' added. (15858E98)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Menubar' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Menubar' added. (15858F60)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/MenuItem' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/MenuItem' added. (15859028)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/MultiColumnList' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/MultiColumnList' added. (158590F0)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/MultiLineEditbox' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/MultiLineEditbox' added. (158591B8)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/PopupMenu' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/PopupMenu' added. (15859280)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/ProgressBar' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/ProgressBar' added. (15859348)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/ScrollablePane' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/ScrollablePane' added. (15859410)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Scrollbar' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Scrollbar' added. (158594D8)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Slider' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Slider' added. (158595A0)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Static' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Static' added. (15859730)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/StaticImage' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/StaticImage' added. (158597F8)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/StaticText' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/StaticText' added. (15859668)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/SystemButton' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/SystemButton' added. (158598C0)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/TabButton' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/TabButton' added. (15859988)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/TabControl' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/TabControl' added. (15859A50)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Titlebar' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Titlebar' added. (15859B18)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/ToggleButton' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/ToggleButton' added. (15859BE0)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Tooltip' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Tooltip' added. (15859CA8)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/ItemListbox' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/ItemListbox' added. (32A30140)
19/05/2012 18:41:09 (Std) 	Created WindowRendererFactory for 'Falagard/Tree' WindowRenderers.
19/05/2012 18:41:09 (Std) 	WindowRendererFactory 'Falagard/Tree' added. (32A30208)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Button' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'TaharezLook/Button' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Checkbox' using base type 'CEGUI/Checkbox', window renderer 'Falagard/ToggleButton' Look'N'Feel 'TaharezLook/Checkbox' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ImageButton' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'TaharezLook/ImageButton' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/RadioButton' using base type 'CEGUI/RadioButton', window renderer 'Falagard/ToggleButton' Look'N'Feel 'TaharezLook/RadioButton' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/FrameWindow' using base type 'CEGUI/FrameWindow', window renderer 'Falagard/FrameWindow' Look'N'Feel 'TaharezLook/FrameWindow' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Titlebar' using base type 'CEGUI/Titlebar', window renderer 'Falagard/Titlebar' Look'N'Feel 'TaharezLook/Titlebar' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/SystemButton' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'TaharezLook/Button' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Editbox' using base type 'CEGUI/Editbox', window renderer 'Falagard/Editbox' Look'N'Feel 'TaharezLook/Editbox' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/MultiLineEditbox' using base type 'CEGUI/MultiLineEditbox', window renderer 'Falagard/MultiLineEditbox' Look'N'Feel 'TaharezLook/MultiLineEditbox' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Menubar' using base type 'CEGUI/Menubar', window renderer 'Falagard/Menubar' Look'N'Feel 'TaharezLook/Menubar' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/PopupMenu' using base type 'CEGUI/PopupMenu', window renderer 'Falagard/PopupMenu' Look'N'Feel 'TaharezLook/PopupMenu' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/MenuItem' using base type 'CEGUI/MenuItem', window renderer 'Falagard/MenuItem' Look'N'Feel 'TaharezLook/MenuItem' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/AlternateProgressBar' using base type 'CEGUI/ProgressBar', window renderer 'Falagard/ProgressBar' Look'N'Feel 'TaharezLook/AltProgressBar' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ProgressBar' using base type 'CEGUI/ProgressBar', window renderer 'Falagard/ProgressBar' Look'N'Feel 'TaharezLook/ProgressBar' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/VUMeter' using base type 'CEGUI/ProgressBar', window renderer 'Falagard/ProgressBar' Look'N'Feel 'TaharezLook/VUMeter' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/VerticalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'TaharezLook/VerticalScrollbar' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/HorizontalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'TaharezLook/HorizontalScrollbar' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/VerticalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'TaharezLook/VerticalScrollbarThumb' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/HorizontalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'TaharezLook/HorizontalScrollbarThumb' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/LargeVerticalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'TaharezLook/LargeVerticalScrollbar' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/LargeVerticalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'TaharezLook/LargeVerticalScrollbarThumb' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/TabButton' using base type 'CEGUI/TabButton', window renderer 'Falagard/TabButton' Look'N'Feel 'TaharezLook/TabButton' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/TabControl' using base type 'CEGUI/TabControl', window renderer 'Falagard/TabControl' Look'N'Feel 'TaharezLook/TabControl' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/TabContentPane' using base type 'DefaultWindow', window renderer 'Falagard/Default' Look'N'Feel 'TaharezLook/TabContentPane' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/TabButtonPane' using base type 'DefaultWindow', window renderer 'Falagard/Default' Look'N'Feel 'TaharezLook/TabButtonPane' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ComboDropList' using base type 'CEGUI/ComboDropList', window renderer 'Falagard/Listbox' Look'N'Feel 'TaharezLook/ComboDropList' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ComboEditbox' using base type 'CEGUI/Editbox', window renderer 'Falagard/Editbox' Look'N'Feel 'TaharezLook/ComboEditbox' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Combobox' using base type 'CEGUI/Combobox', window renderer 'Falagard/Default' Look'N'Feel 'TaharezLook/Combobox' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Listbox' using base type 'CEGUI/Listbox', window renderer 'Falagard/Listbox' Look'N'Feel 'TaharezLook/Listbox' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ListHeader' using base type 'CEGUI/ListHeader', window renderer 'Falagard/ListHeader' Look'N'Feel 'TaharezLook/ListHeader' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ListHeaderSegment' using base type 'CEGUI/ListHeaderSegment', window renderer 'Falagard/ListHeaderSegment' Look'N'Feel 'TaharezLook/ListHeaderSegment' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/MultiColumnList' using base type 'CEGUI/MultiColumnList', window renderer 'Falagard/MultiColumnList' Look'N'Feel 'TaharezLook/MultiColumnList' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Slider' using base type 'CEGUI/Slider', window renderer 'Falagard/Slider' Look'N'Feel 'TaharezLook/Slider' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/SliderThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'TaharezLook/SliderThumb' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ScrollablePane' using base type 'CEGUI/ScrollablePane', window renderer 'Falagard/ScrollablePane' Look'N'Feel 'TaharezLook/ScrollablePane' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Spinner' using base type 'CEGUI/Spinner', window renderer 'Falagard/Default' Look'N'Feel 'TaharezLook/Spinner' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Tooltip' using base type 'CEGUI/Tooltip', window renderer 'Falagard/Tooltip' Look'N'Feel 'TaharezLook/Tooltip' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/StaticImage' using base type 'DefaultWindow', window renderer 'Falagard/StaticImage' Look'N'Feel 'TaharezLook/StaticImage' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/StaticText' using base type 'DefaultWindow', window renderer 'Falagard/StaticText' Look'N'Feel 'TaharezLook/StaticText' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ItemListbox' using base type 'CEGUI/ItemListbox', window renderer 'Falagard/ItemListbox' Look'N'Feel 'TaharezLook/ItemListbox' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/ListboxItem' using base type 'CEGUI/ItemEntry', window renderer 'Falagard/ItemEntry' Look'N'Feel 'TaharezLook/ListboxItem' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/GroupBox' using base type 'CEGUI/GroupBox', window renderer 'Falagard/Default' Look'N'Feel 'TaharezLook/GroupBox' and RenderEffect ''. (0CDDC788)
19/05/2012 18:41:09 (Std) 	Creating falagard mapping for type 'TaharezLook/Tree' using base type 'CEGUI/Tree', window renderer 'Falagard/Tree' Look'N'Feel 'TaharezLook/Tree' and RenderEffect ''. (0CDDC788)
